target,probe,train_rows,eval_rows,positive_rate,accuracy,brier,auc,average_precision,skipped
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_24_hidden_dynamics_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_24_hidden_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_28_hidden,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_28_hidden_dynamics,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_28_hidden_dynamics_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_28_hidden_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_32_hidden,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_32_hidden_dynamics,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_32_hidden_dynamics_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_32_hidden_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_4_hidden,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_4_hidden_dynamics,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_4_hidden_dynamics_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_4_hidden_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_8_hidden,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_8_hidden_dynamics,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_8_hidden_dynamics_plus_logits,2398,2633,0.0,,,,,single-class labels
stable_high_conf_trace_regret,stable_high_conf_trace_regret/layer_8_hidden_plus_logits,2398,2633,0.0,,,,,single-class labels
