target,family,best_layer,best_auc,best_ap,trace_auc,delta_vs_trace
all_trace_regret,hidden,24,0.7782409193759943,0.5681939618657648,0.9067319781122822,-0.12849105873628797
all_trace_regret,hidden_dynamics,28,0.685114917164033,0.4512097845258952,0.9067319781122822,-0.22161706094824918
all_trace_regret,hidden_plus_logits,20,0.8919084466409823,0.7232000444182999,0.9067319781122822,-0.014823531471299889
all_trace_regret,hidden_dynamics_plus_logits,32,0.906825608194457,0.7638704387716875,0.9067319781122822,9.36300821747782e-05
early_trace_regret,hidden,32,0.7346583525969381,0.6474099719410655,0.8815443030958121,-0.14688595049887399
early_trace_regret,hidden_dynamics,28,0.6478829414658012,0.5099674765203609,0.8815443030958121,-0.23366136163001094
early_trace_regret,hidden_plus_logits,32,0.8636827233405984,0.7691917659683711,0.8815443030958121,-0.01786157975521374
early_trace_regret,hidden_dynamics_plus_logits,16,0.8855713047203247,0.7988502406664115,0.8815443030958121,0.004027001624512638
